SPECIESNAME,YEAR,AREA,REGION,COUNT
American Green-winged Teal,1948,65,ec,220
American Green-winged Teal,1948,66,ec,6342
American Green-winged Teal,1948,67,ec,30082
American Green-winged Teal,1948,68,ec,5748
American Green-winged Teal,1948,69,ec,8238
American Green-winged Teal,1948,70,ec,0
American Green-winged Teal,1948,71,ec,824
American Green-winged Teal,1948,72,uw,30
American Green-winged Teal,1948,74,uw,80
American Green-winged Teal,1948,79,uw,23636
American Green-winged Teal,1948,84,uw,0
American Green-winged Teal,1948,86,uw,782
American Green-winged Teal,1948,87,uw,0
American Green-winged Teal,1948,88,uw,0
American Green-winged Teal,1949,31,ch,0
American Green-winged Teal,1949,32,ch,0
American Green-winged Teal,1949,36,ch,290
American Green-winged Teal,1949,43,ch,0
American Green-winged Teal,1949,46,ch,210
American Green-winged Teal,1949,54,lw,0
American Green-winged Teal,1949,57,lw,0
American Green-winged Teal,1949,57a,oh,0
American Green-winged Teal,1949,60a,oh,0
American Green-winged Teal,1949,63,lw,0
American Green-winged Teal,1949,65,ec,124
American Green-winged Teal,1949,66,ec,250
American Green-winged Teal,1949,67,ec,20049
American Green-winged Teal,1949,68,ec,300
American Green-winged Teal,1949,69,ec,1423
American Green-winged Teal,1949,70,ec,163
American Green-winged Teal,1949,71,ec,0
American Green-winged Teal,1949,72,uw,1990
American Green-winged Teal,1949,74,uw,8350
American Green-winged Teal,1949,79,uw,3130
American Green-winged Teal,1949,84,uw,12363
American Green-winged Teal,1949,86,uw,0
American Green-winged Teal,1949,87,uw,0
American Green-winged Teal,1949,88,uw,0
American Green-winged Teal,1950,36,ch,2100
American Green-winged Teal,1950,43,ch,1030
American Green-winged Teal,1950,46,ch,0
American Green-winged Teal,1950,54,lw,0
American Green-winged Teal,1950,57,lw,0
American Green-winged Teal,1950,63,lw,0
American Green-winged Teal,1950,65,ec,0
American Green-winged Teal,1950,66,ec,0
American Green-winged Teal,1950,67,ec,15574
American Green-winged Teal,1950,68,ec,200
American Green-winged Teal,1950,69,ec,0
American Green-winged Teal,1950,70,ec,0
American Green-winged Teal,1950,71,ec,0
American Green-winged Teal,1950,72,uw,400
American Green-winged Teal,1950,74,uw,258
American Green-winged Teal,1950,79,uw,0
American Green-winged Teal,1950,84,uw,12326
American Green-winged Teal,1950,86,uw,0
American Green-winged Teal,1950,87,uw,0
American Green-winged Teal,1950,88,uw,0
American Green-winged Teal,1951,11,nh,200
American Green-winged Teal,1951,16,nh,285
American Green-winged Teal,1951,21,nh,1175
American Green-winged Teal,1951,3,nh,0
American Green-winged Teal,1951,31,ch,700
American Green-winged Teal,1951,32,ch,3020
American Green-winged Teal,1951,33,ch,1000
American Green-winged Teal,1951,36,ch,0
American Green-winged Teal,1951,37,ch,24920
American Green-winged Teal,1951,43,ch,1000
American Green-winged Teal,1951,44,ch,0
American Green-winged Teal,1951,45,ch,650
American Green-winged Teal,1951,46,ch,550
American Green-winged Teal,1951,47,ch,4750
American Green-winged Teal,1951,51a,oh,1200
American Green-winged Teal,1951,54,lw,9075
American Green-winged Teal,1951,57,lw,1500
American Green-winged Teal,1951,60a,oh,5100
American Green-winged Teal,1951,63,lw,0
American Green-winged Teal,1951,65,ec,150
American Green-winged Teal,1951,66,ec,75
American Green-winged Teal,1951,67,ec,4550
American Green-winged Teal,1951,68,ec,510
American Green-winged Teal,1951,69,ec,582
American Green-winged Teal,1951,70,ec,0
American Green-winged Teal,1951,71,ec,0
American Green-winged Teal,1951,72,uw,909
American Green-winged Teal,1951,74,uw,7930
American Green-winged Teal,1951,79,uw,55275
American Green-winged Teal,1951,84,uw,48091
American Green-winged Teal,1951,86,uw,9075
American Green-winged Teal,1951,87,uw,0
American Green-winged Teal,1951,88,uw,0
American Green-winged Teal,1952,11,nh,75
American Green-winged Teal,1952,16,nh,105
American Green-winged Teal,1952,21,nh,905
American Green-winged Teal,1952,31,ch,400
American Green-winged Teal,1952,32,ch,1460
American Green-winged Teal,1952,33,ch,1500
American Green-winged Teal,1952,36,ch,50
American Green-winged Teal,1952,37,ch,25040
American Green-winged Teal,1952,4,nh,25
American Green-winged Teal,1952,41,ch,720
American Green-winged Teal,1952,43,ch,430
American Green-winged Teal,1952,44,ch,425
American Green-winged Teal,1952,45,ch,3900
American Green-winged Teal,1952,46,ch,3500
American Green-winged Teal,1952,47,ch,1245
American Green-winged Teal,1952,50,ch,500
American Green-winged Teal,1952,51a,oh,0
American Green-winged Teal,1952,53,lw,425
American Green-winged Teal,1952,53a,oh,500
American Green-winged Teal,1952,54,lw,600
American Green-winged Teal,1952,55,lw,125
American Green-winged Teal,1952,56,lw,310
American Green-winged Teal,1952,57,lw,50
American Green-winged Teal,1952,58,lw,0
American Green-winged Teal,1952,59,lw,50
American Green-winged Teal,1952,60,lw,0
American Green-winged Teal,1952,60a,oh,4580
American Green-winged Teal,1952,61,lw,310
American Green-winged Teal,1952,62,lw,0
American Green-winged Teal,1952,63,lw,0
American Green-winged Teal,1952,64,lw,380
American Green-winged Teal,1952,65,ec,2338
American Green-winged Teal,1952,66,ec,0
American Green-winged Teal,1952,67,ec,44835
American Green-winged Teal,1952,68,ec,738
American Green-winged Teal,1952,69,ec,4708
American Green-winged Teal,1952,70,ec,100
American Green-winged Teal,1952,71,ec,156
American Green-winged Teal,1952,72,uw,0
American Green-winged Teal,1952,74,uw,4265
American Green-winged Teal,1952,79,uw,21900
American Green-winged Teal,1952,84,uw,85877
American Green-winged Teal,1952,86,uw,1940
American Green-winged Teal,1952,87,uw,0
American Green-winged Teal,1952,88,uw,230
American Green-winged Teal,1953,1,nh,0
American Green-winged Teal,1953,11,nh,150
American Green-winged Teal,1953,16,nh,230
American Green-winged Teal,1953,21,nh,0
American Green-winged Teal,1953,31,ch,1400
American Green-winged Teal,1953,32,ch,2000
American Green-winged Teal,1953,33,ch,2350
American Green-winged Teal,1953,36,ch,6500
American Green-winged Teal,1953,41,ch,0
American Green-winged Teal,1953,43,ch,1400
American Green-winged Teal,1953,45,ch,3900
American Green-winged Teal,1953,46,ch,0
American Green-winged Teal,1953,47,ch,1050
American Green-winged Teal,1953,48,ch,0
American Green-winged Teal,1953,49,ch,0
American Green-winged Teal,1953,50,ch,2050
American Green-winged Teal,1953,51,ch,0
American Green-winged Teal,1953,52,ch,15000
American Green-winged Teal,1953,52a,ch,0
American Green-winged Teal,1953,6,nh,0
American Green-winged Teal,1953,60,lw,0
American Green-winged Teal,1953,60a,oh,10000
American Green-winged Teal,1953,61,lw,0
American Green-winged Teal,1953,62,lw,0
American Green-winged Teal,1953,63,lw,0
American Green-winged Teal,1953,64,lw,0
American Green-winged Teal,1953,65,ec,0
American Green-winged Teal,1953,66,ec,650
American Green-winged Teal,1953,67,ec,1300
American Green-winged Teal,1953,68,ec,400
American Green-winged Teal,1953,69,ec,0
American Green-winged Teal,1953,70,ec,0
American Green-winged Teal,1953,71,ec,200
American Green-winged Teal,1953,72,uw,0
American Green-winged Teal,1953,74,uw,1750
American Green-winged Teal,1953,79,uw,7000
American Green-winged Teal,1953,84,uw,33250
American Green-winged Teal,1953,86,uw,1000
American Green-winged Teal,1953,87,uw,0
American Green-winged Teal,1953,88,uw,0
American Green-winged Teal,1954,11,nh,0
American Green-winged Teal,1954,16,nh,375
American Green-winged Teal,1954,21,nh,775
American Green-winged Teal,1954,31,ch,375
American Green-winged Teal,1954,32,ch,150
American Green-winged Teal,1954,33,ch,725
American Green-winged Teal,1954,36,ch,11075
American Green-winged Teal,1954,41,ch,100
American Green-winged Teal,1954,43,ch,3300
American Green-winged Teal,1954,44,ch,500
American Green-winged Teal,1954,45,ch,1000
American Green-winged Teal,1954,46,ch,4500
American Green-winged Teal,1954,47,ch,2050
American Green-winged Teal,1954,48,ch,1000
American Green-winged Teal,1954,49,ch,0
American Green-winged Teal,1954,50,ch,0
American Green-winged Teal,1954,51,ch,0
American Green-winged Teal,1954,52,ch,5700
American Green-winged Teal,1954,54,lw,145
American Green-winged Teal,1954,60,lw,900
American Green-winged Teal,1954,60a,oh,20100
American Green-winged Teal,1954,61,lw,165
American Green-winged Teal,1954,61a,oh,200
American Green-winged Teal,1954,62,lw,0
American Green-winged Teal,1954,63,lw,50
American Green-winged Teal,1954,64,lw,75
American Green-winged Teal,1954,65,ec,0
American Green-winged Teal,1954,66,ec,400
American Green-winged Teal,1954,67,ec,4600
American Green-winged Teal,1954,68,ec,500
American Green-winged Teal,1954,69,ec,0
American Green-winged Teal,1954,70,ec,0
American Green-winged Teal,1954,71,ec,0
American Green-winged Teal,1954,74,uw,14950
American Green-winged Teal,1954,78,uw,1045
American Green-winged Teal,1954,79,uw,845
American Green-winged Teal,1954,81,uw,0
American Green-winged Teal,1954,82,uw,21805
American Green-winged Teal,1954,83,uw,575
American Green-winged Teal,1954,84,uw,9650
American Green-winged Teal,1954,85,uw,23790
American Green-winged Teal,1954,86,uw,145
American Green-winged Teal,1954,88,uw,0
American Green-winged Teal,1954,89,uw,0
American Green-winged Teal,1954,90,uw,0
American Green-winged Teal,1955,11,nh,0
American Green-winged Teal,1955,14,nh,0
American Green-winged Teal,1955,16,nh,80
American Green-winged Teal,1955,21,nh,2300
American Green-winged Teal,1955,31,ch,233
American Green-winged Teal,1955,32,ch,0
American Green-winged Teal,1955,33,ch,200
American Green-winged Teal,1955,36,ch,13050
American Green-winged Teal,1955,41,ch,0
American Green-winged Teal,1955,43,ch,215
American Green-winged Teal,1955,44,ch,790
American Green-winged Teal,1955,45,ch,1375
American Green-winged Teal,1955,46,ch,0
American Green-winged Teal,1955,47,ch,10350
American Green-winged Teal,1955,48,ch,150
American Green-winged Teal,1955,49,ch,620
American Green-winged Teal,1955,50,ch,0
American Green-winged Teal,1955,51,ch,0
American Green-winged Teal,1955,52,ch,10500
American Green-winged Teal,1955,6,nh,360
American Green-winged Teal,1955,60a,oh,30500
American Green-winged Teal,1955,61,lw,0
American Green-winged Teal,1955,62,lw,0
American Green-winged Teal,1955,63,lw,30
American Green-winged Teal,1955,64,lw,2000
American Green-winged Teal,1955,65,ec,900
American Green-winged Teal,1955,66,ec,300
American Green-winged Teal,1955,67,ec,800
American Green-winged Teal,1955,68,ec,200
American Green-winged Teal,1955,69,ec,22000
American Green-winged Teal,1955,70,ec,0
American Green-winged Teal,1955,71,ec,0
American Green-winged Teal,1955,74,uw,4065
American Green-winged Teal,1955,78,uw,0
American Green-winged Teal,1955,79,uw,25170
American Green-winged Teal,1955,81,uw,0
American Green-winged Teal,1955,82,uw,78400
American Green-winged Teal,1955,83,uw,3
American Green-winged Teal,1955,84,uw,3700
American Green-winged Teal,1955,85,uw,33865
American Green-winged Teal,1955,86,uw,120
American Green-winged Teal,1955,88,uw,0
American Green-winged Teal,1955,89,uw,0
American Green-winged Teal,1955,90,uw,0
American Green-winged Teal,1956,11,nh,205
American Green-winged Teal,1956,14,nh,0
American Green-winged Teal,1956,16,nh,825
American Green-winged Teal,1956,21,nh,1490
American Green-winged Teal,1956,31,ch,1625
American Green-winged Teal,1956,32,ch,4250
American Green-winged Teal,1956,33,ch,500
American Green-winged Teal,1956,36,ch,19100
American Green-winged Teal,1956,41,ch,200
American Green-winged Teal,1956,43,ch,2500
American Green-winged Teal,1956,44,ch,200
American Green-winged Teal,1956,45,ch,100
American Green-winged Teal,1956,46,ch,1000
American Green-winged Teal,1956,47,ch,1620
American Green-winged Teal,1956,48,ch,1050
American Green-winged Teal,1956,49,ch,3250
American Green-winged Teal,1956,50,ch,17600
American Green-winged Teal,1956,51,ch,1900
American Green-winged Teal,1956,52,ch,9450
American Green-winged Teal,1956,60,lw,0
American Green-winged Teal,1956,60a,oh,17960
American Green-winged Teal,1956,61,lw,100
American Green-winged Teal,1956,62,lw,750
American Green-winged Teal,1956,63,lw,200
American Green-winged Teal,1956,64,lw,1050
American Green-winged Teal,1956,65,ec,0
American Green-winged Teal,1956,66,ec,500
American Green-winged Teal,1956,67,ec,400
American Green-winged Teal,1956,68,ec,200
American Green-winged Teal,1956,69,ec,1000
American Green-winged Teal,1956,70,ec,0
American Green-winged Teal,1956,71,ec,0
American Green-winged Teal,1956,74,uw,23250
American Green-winged Teal,1956,78,uw,175
American Green-winged Teal,1956,79,uw,3366
American Green-winged Teal,1956,81,uw,150
American Green-winged Teal,1956,82,uw,73350
American Green-winged Teal,1956,83,uw,1145
American Green-winged Teal,1956,84,uw,12600
American Green-winged Teal,1956,85,uw,24950
American Green-winged Teal,1956,86,uw,1170
American Green-winged Teal,1956,88,uw,0
American Green-winged Teal,1956,89,uw,0
American Green-winged Teal,1956,90,uw,0
American Green-winged Teal,1958,11,nh,100
American Green-winged Teal,1958,14,nh,0
American Green-winged Teal,1958,16,nh,0
American Green-winged Teal,1958,21,nh,0
American Green-winged Teal,1958,31,ch,225
American Green-winged Teal,1958,32,ch,725
American Green-winged Teal,1958,33,ch,200
American Green-winged Teal,1958,36,ch,4750
American Green-winged Teal,1958,41,ch,50
American Green-winged Teal,1958,43,ch,3100
American Green-winged Teal,1958,44,ch,100
American Green-winged Teal,1958,45,ch,2650
American Green-winged Teal,1958,46,ch,2100
American Green-winged Teal,1958,47,ch,28800
American Green-winged Teal,1958,48,ch,3150
American Green-winged Teal,1958,49,ch,3000
American Green-winged Teal,1958,50,ch,2000
American Green-winged Teal,1958,51,ch,1500
American Green-winged Teal,1958,52,ch,2000
American Green-winged Teal,1958,6,nh,950
American Green-winged Teal,1958,60,lw,0
American Green-winged Teal,1958,60a,oh,1800
American Green-winged Teal,1958,61,lw,0
American Green-winged Teal,1958,62,lw,0
American Green-winged Teal,1958,63,lw,100
American Green-winged Teal,1958,64,lw,1100
American Green-winged Teal,1958,65,ec,1200
American Green-winged Teal,1958,66,ec,200
American Green-winged Teal,1958,67,ec,7000
American Green-winged Teal,1958,68,ec,0
American Green-winged Teal,1958,69,ec,0
American Green-winged Teal,1958,70,ec,0
American Green-winged Teal,1958,71,ec,0
American Green-winged Teal,1959,11,nh,3300
American Green-winged Teal,1959,14,nh,1500
American Green-winged Teal,1959,16,nh,1750
American Green-winged Teal,1959,21,nh,24950
American Green-winged Teal,1959,31,ch,1050
American Green-winged Teal,1959,32,ch,400
American Green-winged Teal,1959,33,ch,0
American Green-winged Teal,1959,36,ch,7650
American Green-winged Teal,1959,41,ch,4150
American Green-winged Teal,1959,43,ch,4900
American Green-winged Teal,1959,44,ch,0
American Green-winged Teal,1959,45,ch,0
American Green-winged Teal,1959,46,ch,0
American Green-winged Teal,1959,47,ch,0
American Green-winged Teal,1959,48,ch,0
American Green-winged Teal,1959,49,ch,0
American Green-winged Teal,1959,50,ch,0
American Green-winged Teal,1959,51,ch,56800
American Green-winged Teal,1959,52,ch,10900
American Green-winged Teal,1959,6,nh,400
American Green-winged Teal,1959,60,lw,0
American Green-winged Teal,1959,60a,oh,26700
American Green-winged Teal,1959,61,lw,0
American Green-winged Teal,1959,62,lw,0
American Green-winged Teal,1959,63,lw,0
American Green-winged Teal,1959,64,lw,0
American Green-winged Teal,1959,65,ec,17110
American Green-winged Teal,1959,66,ec,1695
American Green-winged Teal,1959,67,ec,1570
American Green-winged Teal,1959,69,ec,350
American Green-winged Teal,1959,70,ec,600
American Green-winged Teal,1959,71,ec,405
American Green-winged Teal,1960,1,nh,615
American Green-winged Teal,1960,11,nh,0
American Green-winged Teal,1960,14,nh,225
American Green-winged Teal,1960,16,nh,45
American Green-winged Teal,1960,21,nh,290
American Green-winged Teal,1960,28,nh,0
American Green-winged Teal,1960,3,nh,0
American Green-winged Teal,1960,31,ch,510
American Green-winged Teal,1960,32,ch,12285
American Green-winged Teal,1960,33,ch,0
American Green-winged Teal,1960,36,ch,1100
American Green-winged Teal,1960,4,nh,50
American Green-winged Teal,1960,41,ch,0
American Green-winged Teal,1960,43,ch,5000
American Green-winged Teal,1960,44,ch,0
American Green-winged Teal,1960,45,ch,0
American Green-winged Teal,1960,46,ch,0
American Green-winged Teal,1960,47,ch,8000
American Green-winged Teal,1960,48,ch,2600
American Green-winged Teal,1960,49,ch,8100
American Green-winged Teal,1960,50,ch,0
American Green-winged Teal,1960,51,ch,4400
American Green-winged Teal,1960,52,ch,8200
American Green-winged Teal,1960,6,nh,0
American Green-winged Teal,1960,60,lw,0
American Green-winged Teal,1960,60a,oh,3500
American Green-winged Teal,1960,61,lw,0
American Green-winged Teal,1960,62,lw,0
American Green-winged Teal,1960,63,lw,0
American Green-winged Teal,1960,64,lw,30
American Green-winged Teal,1960,65,ec,813
American Green-winged Teal,1960,66,ec,2467
American Green-winged Teal,1960,67,ec,4140
American Green-winged Teal,1960,69,ec,1605
American Green-winged Teal,1960,70,ec,848
American Green-winged Teal,1960,71,ec,3
American Green-winged Teal,1960,9,nh,0
American Green-winged Teal,1961,1,nh,0
American Green-winged Teal,1961,11,nh,560
American Green-winged Teal,1961,14,nh,0
American Green-winged Teal,1961,16,nh,900
American Green-winged Teal,1961,16a,oh,835
American Green-winged Teal,1961,17,nh,115
American Green-winged Teal,1961,17a,oh,0
American Green-winged Teal,1961,18,nh,110
American Green-winged Teal,1961,19,nh,85
American Green-winged Teal,1961,21,nh,1875
American Green-winged Teal,1961,26,nh,135
American Green-winged Teal,1961,28,nh,0
American Green-winged Teal,1961,3,nh,0
American Green-winged Teal,1961,30,ch,60
American Green-winged Teal,1961,31,ch,500
American Green-winged Teal,1961,32,ch,1000
American Green-winged Teal,1961,33,ch,800
American Green-winged Teal,1961,36,ch,18600
American Green-winged Teal,1961,36a,oh,5
American Green-winged Teal,1961,38,ch,160
American Green-winged Teal,1961,4,nh,600
American Green-winged Teal,1961,40,ch,90
American Green-winged Teal,1961,41,ch,2250
American Green-winged Teal,1961,41a,oh,30
American Green-winged Teal,1961,43,ch,21000
American Green-winged Teal,1961,44,ch,0
American Green-winged Teal,1961,45,ch,14100
American Green-winged Teal,1961,46,ch,300
American Green-winged Teal,1961,47,ch,24850
American Green-winged Teal,1961,48,ch,200
American Green-winged Teal,1961,49,ch,1700
American Green-winged Teal,1961,50,ch,0
American Green-winged Teal,1961,51,ch,2700
American Green-winged Teal,1961,52,ch,6100
American Green-winged Teal,1961,54a,oh,180
American Green-winged Teal,1961,6,nh,410
American Green-winged Teal,1961,60,lw,0
American Green-winged Teal,1961,60a,oh,2250
American Green-winged Teal,1961,61,lw,0
American Green-winged Teal,1961,62,lw,400
American Green-winged Teal,1961,63,lw,200
American Green-winged Teal,1961,64,lw,0
American Green-winged Teal,1961,65,ec,1715
American Green-winged Teal,1961,66,ec,210
American Green-winged Teal,1961,67,ec,2056
American Green-winged Teal,1961,69,ec,0
American Green-winged Teal,1961,6a,oh,45
American Green-winged Teal,1961,7,nh,0
American Green-winged Teal,1961,70,ec,1722
American Green-winged Teal,1961,71,ec,100
American Green-winged Teal,1961,72,uw,0
American Green-winged Teal,1961,74,uw,25100
American Green-winged Teal,1961,78,uw,55
American Green-winged Teal,1961,79,uw,49520
American Green-winged Teal,1961,81,uw,0
American Green-winged Teal,1961,82,uw,57850
American Green-winged Teal,1961,83,uw,370
American Green-winged Teal,1961,84,uw,2300
American Green-winged Teal,1961,85,uw,34100
American Green-winged Teal,1961,86,uw,250
American Green-winged Teal,1961,87,uw,0
American Green-winged Teal,1961,88,uw,0
American Green-winged Teal,1961,89,uw,0
American Green-winged Teal,1961,9,nh,0
American Green-winged Teal,1961,90,uw,0
American Green-winged Teal,1962,1,nh,0
American Green-winged Teal,1962,11,nh,0
American Green-winged Teal,1962,14,nh,0
American Green-winged Teal,1962,16,nh,530
American Green-winged Teal,1962,16a,oh,0
American Green-winged Teal,1962,17,nh,0
American Green-winged Teal,1962,17a,oh,20
American Green-winged Teal,1962,18,nh,100
American Green-winged Teal,1962,21,nh,125
American Green-winged Teal,1962,26,nh,0
American Green-winged Teal,1962,3,nh,0
American Green-winged Teal,1962,30,ch,0
American Green-winged Teal,1962,31,ch,0
American Green-winged Teal,1962,32,ch,0
American Green-winged Teal,1962,33,ch,50
American Green-winged Teal,1962,36,ch,300
American Green-winged Teal,1962,38,ch,400
American Green-winged Teal,1962,4,nh,0
American Green-winged Teal,1962,40,ch,0
American Green-winged Teal,1962,41,ch,0
American Green-winged Teal,1962,43,ch,3000
American Green-winged Teal,1962,44,ch,650
American Green-winged Teal,1962,45,ch,600
American Green-winged Teal,1962,46,ch,250
American Green-winged Teal,1962,47,ch,0
American Green-winged Teal,1962,48,ch,0
American Green-winged Teal,1962,49,ch,0
American Green-winged Teal,1962,50,ch,200
American Green-winged Teal,1962,51,ch,2200
American Green-winged Teal,1962,52,ch,200
American Green-winged Teal,1962,6,nh,550
American Green-winged Teal,1962,60,lw,0
American Green-winged Teal,1962,60a,oh,0
American Green-winged Teal,1962,61,lw,0
American Green-winged Teal,1962,62,lw,0
American Green-winged Teal,1962,63,lw,0
American Green-winged Teal,1962,64,lw,0
American Green-winged Teal,1962,65,ec,1879
American Green-winged Teal,1962,66,ec,100
American Green-winged Teal,1962,67,ec,15510
American Green-winged Teal,1962,69,ec,240
American Green-winged Teal,1962,6a,oh,0
American Green-winged Teal,1962,7,nh,0
American Green-winged Teal,1962,70,ec,2404
American Green-winged Teal,1962,71,ec,100
American Green-winged Teal,1962,74,uw,26260
American Green-winged Teal,1962,78,uw,0
American Green-winged Teal,1962,79,uw,65950
American Green-winged Teal,1962,81,uw,0
American Green-winged Teal,1962,82,uw,68190
American Green-winged Teal,1962,83,uw,1500
American Green-winged Teal,1962,84,uw,16200
American Green-winged Teal,1962,85,uw,28600
American Green-winged Teal,1962,86,uw,0
American Green-winged Teal,1962,87,uw,0
American Green-winged Teal,1962,88,uw,0
American Green-winged Teal,1962,89,uw,0
American Green-winged Teal,1962,9,nh,0
American Green-winged Teal,1962,90,uw,0
American Green-winged Teal,1963,1,nh,0
American Green-winged Teal,1963,11,nh,0
American Green-winged Teal,1963,14,nh,0
American Green-winged Teal,1963,16,nh,292
American Green-winged Teal,1963,17a,oh,0
American Green-winged Teal,1963,18,nh,131
American Green-winged Teal,1963,21,nh,1600
American Green-winged Teal,1963,26,nh,0
American Green-winged Teal,1963,28,nh,0
American Green-winged Teal,1963,3,nh,0
American Green-winged Teal,1963,31,ch,150
American Green-winged Teal,1963,32,ch,3150
American Green-winged Teal,1963,33,ch,500
American Green-winged Teal,1963,36,ch,9450
American Green-winged Teal,1963,4,nh,500
American Green-winged Teal,1963,41,ch,200
American Green-winged Teal,1963,43,ch,1600
American Green-winged Teal,1963,44,ch,50
American Green-winged Teal,1963,45,ch,5300
American Green-winged Teal,1963,46,ch,500
American Green-winged Teal,1963,47,ch,5500
American Green-winged Teal,1963,54,lw,300
American Green-winged Teal,1963,56,lw,0
American Green-winged Teal,1963,57,lw,0
American Green-winged Teal,1963,58,lw,50
American Green-winged Teal,1963,59,lw,0
American Green-winged Teal,1963,6,nh,75
American Green-winged Teal,1963,60,lw,0
American Green-winged Teal,1963,61,lw,0
American Green-winged Teal,1963,62,lw,4500
American Green-winged Teal,1963,63,lw,0
American Green-winged Teal,1963,64,lw,0
American Green-winged Teal,1963,65,ec,11780
American Green-winged Teal,1963,66,ec,1270
American Green-winged Teal,1963,67,ec,3916
American Green-winged Teal,1963,69,ec,100
American Green-winged Teal,1963,7,nh,24900
American Green-winged Teal,1963,70,ec,1020
American Green-winged Teal,1963,71,ec,0
American Green-winged Teal,1963,74,uw,12650
American Green-winged Teal,1963,78,uw,0
American Green-winged Teal,1963,79,uw,45650
American Green-winged Teal,1963,81,uw,0
American Green-winged Teal,1963,82,uw,21570
American Green-winged Teal,1963,83,uw,505
American Green-winged Teal,1963,84,uw,5700
American Green-winged Teal,1963,85,uw,41900
American Green-winged Teal,1963,86,uw,500
American Green-winged Teal,1963,87,uw,0
American Green-winged Teal,1963,88,uw,0
American Green-winged Teal,1963,89,uw,0
American Green-winged Teal,1963,90,uw,0
American Green-winged Teal,1964,1,nh,4
American Green-winged Teal,1964,11,nh,430
American Green-winged Teal,1964,14,nh,100
American Green-winged Teal,1964,16,nh,730
American Green-winged Teal,1964,16a,oh,925
American Green-winged Teal,1964,17,nh,0
American Green-winged Teal,1964,17a,oh,1805
American Green-winged Teal,1964,18,nh,0
American Green-winged Teal,1964,21,nh,1635
American Green-winged Teal,1964,26,nh,0
American Green-winged Teal,1964,27,nh,100
American Green-winged Teal,1964,29,nh,0
American Green-winged Teal,1964,3,nh,10
American Green-winged Teal,1964,30,ch,50
American Green-winged Teal,1964,31,ch,35
American Green-winged Teal,1964,32,ch,1320
American Green-winged Teal,1964,33,ch,0
American Green-winged Teal,1964,34,ch,550
American Green-winged Teal,1964,36,ch,900
American Green-winged Teal,1964,38,ch,35
American Green-winged Teal,1964,4,nh,30
American Green-winged Teal,1964,40,ch,100
American Green-winged Teal,1964,41,ch,3985
American Green-winged Teal,1964,42,ch,400
American Green-winged Teal,1964,43,ch,75
American Green-winged Teal,1964,44,ch,0
American Green-winged Teal,1964,45,ch,0
American Green-winged Teal,1964,46,ch,0
American Green-winged Teal,1964,47,ch,0
American Green-winged Teal,1964,48,ch,0
American Green-winged Teal,1964,49,ch,0
American Green-winged Teal,1964,54,lw,0
American Green-winged Teal,1964,56,lw,0
American Green-winged Teal,1964,57,lw,0
American Green-winged Teal,1964,58,lw,0
American Green-winged Teal,1964,6,nh,0
American Green-winged Teal,1964,60,lw,0
American Green-winged Teal,1964,61,lw,0
American Green-winged Teal,1964,62,lw,0
American Green-winged Teal,1964,63,lw,0
American Green-winged Teal,1964,64,lw,0
American Green-winged Teal,1964,65,ec,23004
American Green-winged Teal,1964,66,ec,1845
American Green-winged Teal,1964,67,ec,5924
American Green-winged Teal,1964,69,ec,25
American Green-winged Teal,1964,7,nh,1840
American Green-winged Teal,1964,70,ec,0
American Green-winged Teal,1964,71,ec,0
American Green-winged Teal,1964,74,uw,9600
American Green-winged Teal,1964,78,uw,1200
American Green-winged Teal,1964,79,uw,41100
American Green-winged Teal,1964,81,uw,3500
American Green-winged Teal,1964,82,uw,61350
American Green-winged Teal,1964,83,uw,550
American Green-winged Teal,1964,84,uw,33400
American Green-winged Teal,1964,85,uw,56100
American Green-winged Teal,1964,86,uw,0
American Green-winged Teal,1964,87,uw,0
American Green-winged Teal,1964,88,uw,0
American Green-winged Teal,1964,89,uw,0
American Green-winged Teal,1964,9,nh,0
American Green-winged Teal,1964,90,uw,0
American Green-winged Teal,1965,1,nh,0
American Green-winged Teal,1965,11,nh,100
American Green-winged Teal,1965,14,nh,300
American Green-winged Teal,1965,16,nh,345
American Green-winged Teal,1965,16a,oh,1225
American Green-winged Teal,1965,17,nh,100
American Green-winged Teal,1965,18,nh,333
American Green-winged Teal,1965,21,nh,3965
American Green-winged Teal,1965,22,nh,11150
American Green-winged Teal,1965,26,nh,285
American Green-winged Teal,1965,27,nh,745
American Green-winged Teal,1965,29,nh,100
American Green-winged Teal,1965,3,nh,185
American Green-winged Teal,1965,30,ch,240
American Green-winged Teal,1965,31,ch,495
American Green-winged Teal,1965,32,ch,1845
American Green-winged Teal,1965,33,ch,0
American Green-winged Teal,1965,34,ch,1250
American Green-winged Teal,1965,36,ch,2930
American Green-winged Teal,1965,38,ch,905
American Green-winged Teal,1965,39,ch,2310
American Green-winged Teal,1965,4,nh,2125
American Green-winged Teal,1965,40,ch,40
American Green-winged Teal,1965,41,ch,5130
American Green-winged Teal,1965,42,ch,100
American Green-winged Teal,1965,43,ch,1960
American Green-winged Teal,1965,44,ch,675
American Green-winged Teal,1965,45,ch,9670
American Green-winged Teal,1965,46,ch,0
American Green-winged Teal,1965,47,ch,2825
American Green-winged Teal,1965,48,ch,105
American Green-winged Teal,1965,49,ch,1400
American Green-winged Teal,1965,50,ch,1700
American Green-winged Teal,1965,51,ch,175
American Green-winged Teal,1965,52,ch,4325
American Green-winged Teal,1965,54,lw,70
